person_cluster,tokens,variant_tokens,poems,variation_rate,person_category,same_person_confidence
nukkumatti,2,1,2,0.5,unmapped_possible_person_name,low
nipitiri,2,0,2,0.0,unmapped_possible_person_name,low
nimismies,2,0,2,0.0,unmapped_possible_person_name,low
Erilde,2,2,1,1.0,unmapped_possible_person_name,low
Erna,2,0,2,0.0,unmapped_possible_person_name,low
Esa,2,0,2,0.0,unmapped_possible_person_name,low
Eski,2,0,2,0.0,unmapped_possible_person_name,low
Eskola,2,0,2,0.0,unmapped_possible_person_name,low
Fanni,2,0,1,0.0,unmapped_possible_person_name,low
Filippa,2,1,2,0.5,unmapped_possible_person_name,low
Gorka,2,0,1,0.0,unmapped_possible_person_name,low
nalli,2,0,2,0.0,unmapped_possible_person_name,low
Haikko,2,0,1,0.0,unmapped_possible_person_name,low
Haimi,2,0,1,0.0,unmapped_possible_person_name,low
Hakkila,2,0,2,0.0,unmapped_possible_person_name,low
millä,2,2,1,1.0,unmapped_possible_person_name,low
Kaino,2,0,2,0.0,unmapped_possible_person_name,low
Kostja,2,0,1,0.0,unmapped_possible_person_name,low
Visba,2,0,1,0.0,unmapped_possible_person_name,low
Visku,2,0,1,0.0,unmapped_possible_person_name,low
Viiburi,2,0,2,0.0,unmapped_possible_person_name,low
Karep,2,0,1,0.0,unmapped_possible_person_name,low
Kangur,2,0,2,0.0,unmapped_possible_person_name,low
Kalkala,2,0,1,0.0,unmapped_possible_person_name,low
Katila,2,1,2,0.5,unmapped_possible_person_name,low
Kalervoinen,2,0,2,0.0,unmapped_possible_person_name,low
Virgu,2,0,1,0.0,unmapped_possible_person_name,low
Kassari,2,0,2,0.0,unmapped_possible_person_name,low
Kallervo,2,0,2,0.0,unmapped_possible_person_name,low
Kappu,2,0,1,0.0,unmapped_possible_person_name,low
Kergu,2,0,2,0.0,unmapped_possible_person_name,low
Kesvere,2,0,1,0.0,unmapped_possible_person_name,low
Vilka,2,0,1,0.0,unmapped_possible_person_name,low
Kat,2,0,1,0.0,unmapped_possible_person_name,low
Kavvan,2,0,1,0.0,unmapped_possible_person_name,low
Kasperi,2,0,1,0.0,unmapped_possible_person_name,low
Kalervala,2,0,1,0.0,unmapped_possible_person_name,low
Virkkula,2,0,2,0.0,unmapped_possible_person_name,low
Vikki,2,0,1,0.0,unmapped_possible_person_name,low
Kambi,2,0,1,0.0,unmapped_possible_person_name,low
Vihi,2,0,1,0.0,unmapped_possible_person_name,low
Kampi,2,1,2,0.5,unmapped_possible_person_name,low
Kalvi,2,0,1,0.0,unmapped_possible_person_name,low
Kariste,2,0,2,0.0,unmapped_possible_person_name,low
Kassu,2,0,2,0.0,unmapped_possible_person_name,low
Kalevala,2,0,2,0.0,unmapped_possible_person_name,low
Keltu,2,0,1,0.0,unmapped_possible_person_name,low
Viding,2,0,1,0.0,unmapped_possible_person_name,low
Virpo,2,0,1,0.0,unmapped_possible_person_name,low
Kattara,2,2,1,1.0,unmapped_possible_person_name,low
Kalevipoeg,2,0,1,0.0,unmapped_possible_person_name,low
Vinkas,2,1,2,0.5,unmapped_possible_person_name,low
Kensa,2,0,2,0.0,unmapped_possible_person_name,low
Kartu,2,0,1,0.0,unmapped_possible_person_name,low
Vinn,2,0,2,0.0,unmapped_possible_person_name,low
Kallo,2,0,1,0.0,unmapped_possible_person_name,low
Vinni,2,0,2,0.0,unmapped_possible_person_name,low
Katshera,2,2,1,1.0,unmapped_possible_person_name,low
pihka+Heikki,1,1,1,1.0,unmapped_possible_person_name,low
Viinistu,1,0,1,0.0,unmapped_possible_person_name,low
Sineli,1,1,1,1.0,unmapped_possible_person_name,low
pihka-Heikki,1,0,1,0.0,unmapped_possible_person_name,low
Sipola,1,0,1,0.0,unmapped_possible_person_name,low
Siplese,1,0,1,0.0,unmapped_possible_person_name,low
pihka & matti,1,0,1,0.0,unmapped_possible_person_name,low
Sippa,1,0,1,0.0,unmapped_possible_person_name,low
pihka-heikki,1,0,1,0.0,unmapped_possible_person_name,low
Sipiria,1,0,1,0.0,unmapped_possible_person_name,low
Sinetin,1,0,1,0.0,unmapped_possible_person_name,low
Singsongati (name),1,1,1,1.0,unmapped_possible_person_name,low
Vatsul,1,0,1,0.0,unmapped_possible_person_name,low
Sipi,1,0,1,0.0,unmapped_possible_person_name,low
Sipakkala,1,0,1,0.0,unmapped_possible_person_name,low
pihka-Jussi,1,1,1,1.0,unmapped_possible_person_name,low
pihka & Heikin,1,1,1,1.0,unmapped_possible_person_name,low
Viinikan,1,1,1,1.0,unmapped_possible_person_name,low
Sinisalust,1,1,1,1.0,unmapped_possible_person_name,low
pihka-Matti,1,1,1,1.0,unmapped_possible_person_name,low
Sini,1,0,1,0.0,unmapped_possible_person_name,low
Vuoninen,1,0,1,0.0,unmapped_possible_person_name,low
pienrilli,1,0,1,0.0,unmapped_possible_person_name,low
Sipro-Jussi,1,0,1,0.0,unmapped_possible_person_name,low
peili,1,0,1,0.0,unmapped_possible_person_name,low
Skobelev,1,0,1,0.0,unmapped_possible_person_name,low
Skoiari,1,0,1,0.0,unmapped_possible_person_name,low
Soamo,1,1,1,1.0,unmapped_possible_person_name,low
pede,1,0,1,0.0,unmapped_possible_person_name,low
Soarelainen,1,0,1,0.0,unmapped_possible_person_name,low
parsielt,1,0,1,0.0,unmapped_possible_person_name,low
Soarna,1,0,1,0.0,unmapped_possible_person_name,low
Vastemõisa,1,0,1,0.0,unmapped_possible_person_name,low
pakuri,1,0,1,0.0,unmapped_possible_person_name,low
Sohvi (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Sohvia,1,0,1,0.0,unmapped_possible_person_name,low
Soimen,1,1,1,1.0,unmapped_possible_person_name,low
Soimi,1,0,1,0.0,unmapped_possible_person_name,low
pakkanen (if frost-related) / Pakari (if name),1,1,1,1.0,unmapped_possible_person_name,low
Vassa,1,0,1,0.0,unmapped_possible_person_name,low
peerileeri,1,0,1,0.0,unmapped_possible_person_name,low
Vasteri,1,0,1,0.0,unmapped_possible_person_name,low
Sipu,1,0,1,0.0,unmapped_possible_person_name,low
peipe,1,0,1,0.0,unmapped_possible_person_name,low
Sirkkala,1,0,1,0.0,unmapped_possible_person_name,low
Vasula,1,0,1,0.0,unmapped_possible_person_name,low
pieru & Pieti,1,0,1,0.0,unmapped_possible_person_name,low
Viir,1,0,1,0.0,unmapped_possible_person_name,low
Sindi,1,0,1,0.0,unmapped_possible_person_name,low
pieni Heikki,1,1,1,1.0,unmapped_possible_person_name,low
petra,1,0,1,0.0,unmapped_possible_person_name,low
pelto/Peltos*,1,1,1,1.0,unmapped_possible_person_name,low
Sisilius,1,0,1,0.0,unmapped_possible_person_name,low
pelto+pekka,1,1,1,1.0,unmapped_possible_person_name,low
Sisilius-ko,1,1,1,1.0,unmapped_possible_person_name,low
Siunala,1,0,1,0.0,unmapped_possible_person_name,low
pekko,1,0,1,0.0,unmapped_possible_person_name,low
pekker,1,0,1,0.0,unmapped_possible_person_name,low
Sivo,1,0,1,0.0,unmapped_possible_person_name,low
Vau,1,0,1,0.0,unmapped_possible_person_name,low
piiru,1,0,1,0.0,unmapped_possible_person_name,low
Sina,1,0,1,0.0,unmapped_possible_person_name,low
piialainen,1,0,1,0.0,unmapped_possible_person_name,low
reintruhvadi,1,0,1,0.0,unmapped_possible_person_name,low
Siigsaar,1,0,1,0.0,unmapped_possible_person_name,low
Siimana,1,0,1,0.0,unmapped_possible_person_name,low
reinikko,1,0,1,0.0,unmapped_possible_person_name,low
Siimanseel,1,1,1,1.0,unmapped_possible_person_name,low
Vedroi,1,0,1,0.0,unmapped_possible_person_name,low
reinikka,1,0,1,0.0,unmapped_possible_person_name,low
reinikainen,1,1,1,1.0,unmapped_possible_person_name,low
Vedro,1,1,1,1.0,unmapped_possible_person_name,low
Siinevitsh,1,0,1,0.0,unmapped_possible_person_name,low
ranta&Maija,1,0,1,0.0,unmapped_possible_person_name,low
Siitari,1,1,1,1.0,unmapped_possible_person_name,low
Siiveri,1,0,1,0.0,unmapped_possible_person_name,low
rakki,1,0,1,0.0,unmapped_possible_person_name,low
rakk,1,1,1,1.0,unmapped_possible_person_name,low
Sikoniemi,1,1,1,1.0,unmapped_possible_person_name,low
raaka? (uncertain),1,1,1,1.0,unmapped_possible_person_name,low
remmelgas,1,0,1,0.0,unmapped_possible_person_name,low
Siig,1,0,1,0.0,unmapped_possible_person_name,low
Siid,1,0,1,0.0,unmapped_possible_person_name,low
Siermann,1,0,1,0.0,unmapped_possible_person_name,low
rämppä & maija,1,0,1,0.0,unmapped_possible_person_name,low
ruotoerkki,1,0,1,0.0,unmapped_possible_person_name,low
Serpia,1,1,1,1.0,unmapped_possible_person_name,low
romanan+sti,1,1,1,1.0,unmapped_possible_person_name,low
Setu,1,0,1,0.0,unmapped_possible_person_name,low
Seäminki,1,1,1,1.0,unmapped_possible_person_name,low
Siassaare,1,0,1,0.0,unmapped_possible_person_name,low
Viila,1,0,1,0.0,unmapped_possible_person_name,low
Veebri,1,0,1,0.0,unmapped_possible_person_name,low
Sigula,1,0,1,0.0,unmapped_possible_person_name,low
Sigur,1,0,1,0.0,unmapped_possible_person_name,low
Sigurik,1,0,1,0.0,unmapped_possible_person_name,low
riuku-ja,1,1,1,1.0,unmapped_possible_person_name,low
riisipoika,1,1,1,1.0,unmapped_possible_person_name,low
riinägä,1,0,1,0.0,unmapped_possible_person_name,low
Sihvo,1,0,1,0.0,unmapped_possible_person_name,low
pütipire,1,0,1,0.0,unmapped_possible_person_name,low
puu & Makari,1,1,1,1.0,unmapped_possible_person_name,low
punane_nimi,1,1,1,1.0,unmapped_possible_person_name,low
Simosen herra,1,1,1,1.0,unmapped_possible_person_name,low
pilli,1,0,1,0.0,unmapped_possible_person_name,low
Simmõõ & selle,1,1,1,1.0,unmapped_possible_person_name,low
Viili,1,0,1,0.0,unmapped_possible_person_name,low
pikkulipi,1,0,1,0.0,unmapped_possible_person_name,low
Simo-Juuso,1,1,1,1.0,unmapped_possible_person_name,low
pikku-Lilli,1,1,1,1.0,unmapped_possible_person_name,low
pikku-Kalle,1,0,1,0.0,unmapped_possible_person_name,low
Simoserra,1,0,1,0.0,unmapped_possible_person_name,low
Simmukka,1,0,1,0.0,unmapped_possible_person_name,low
pika,1,0,1,0.0,unmapped_possible_person_name,low
Simpson,1,0,1,0.0,unmapped_possible_person_name,low
Somer/somero,1,0,1,0.0,unmapped_possible_person_name,low
Viilu,1,0,1,0.0,unmapped_possible_person_name,low
piiri (Finnish),1,1,1,1.0,unmapped_possible_person_name,low
piira,1,1,1,1.0,unmapped_possible_person_name,low
piippanunna,1,0,1,0.0,unmapped_possible_person_name,low
Simmõõ & meri/melo,1,1,1,1.0,unmapped_possible_person_name,low
pimpeli,1,0,1,0.0,unmapped_possible_person_name,low
Silja,1,0,1,0.0,unmapped_possible_person_name,low
pitäjä (archaic),1,1,1,1.0,unmapped_possible_person_name,low
pukki & pirjo,1,0,1,0.0,unmapped_possible_person_name,low
puke,1,1,1,1.0,unmapped_possible_person_name,low
pottu & Eeva,1,0,1,0.0,unmapped_possible_person_name,low
potti,1,1,1,1.0,unmapped_possible_person_name,low
potkaista,1,1,1,1.0,unmapped_possible_person_name,low
pommi,1,1,1,1.0,unmapped_possible_person_name,low
poisipoiss,1,1,1,1.0,unmapped_possible_person_name,low
Simantrö,1,0,1,0.0,unmapped_possible_person_name,low
pimpi,1,0,1,0.0,unmapped_possible_person_name,low
Simaskista,1,0,1,0.0,unmapped_possible_person_name,low
pissa,1,0,1,0.0,unmapped_possible_person_name,low
piru & Ville,1,0,1,0.0,unmapped_possible_person_name,low
Simeli,1,0,1,0.0,unmapped_possible_person_name,low
Simi,1,0,1,0.0,unmapped_possible_person_name,low
piret,1,1,1,1.0,unmapped_possible_person_name,low
pinota/Pinomaa,1,0,1,0.0,unmapped_possible_person_name,low
Solen,1,0,1,0.0,unmapped_possible_person_name,low
overi,1,0,1,0.0,unmapped_possible_person_name,low
Someri,1,0,1,0.0,unmapped_possible_person_name,low
myöhkä,1,1,1,1.0,unmapped_possible_person_name,low
Säätinö,1,0,1,0.0,unmapped_possible_person_name,low
Sõero,1,0,1,0.0,unmapped_possible_person_name,low
nakki,1,1,1,1.0,unmapped_possible_person_name,low
nakka,1,0,1,0.0,unmapped_possible_person_name,low
naarva,1,0,1,0.0,unmapped_possible_person_name,low
märdike,1,1,1,1.0,unmapped_possible_person_name,low
Sõõre,1,0,1,0.0,unmapped_possible_person_name,low
muurikkinen,1,0,1,0.0,unmapped_possible_person_name,low
Säurak,1,1,1,1.0,unmapped_possible_person_name,low
Sõõru,1,0,1,0.0,unmapped_possible_person_name,low
Taakiainen,1,0,1,0.0,unmapped_possible_person_name,low
Taala,1,0,1,0.0,unmapped_possible_person_name,low
musk,1,1,1,1.0,unmapped_possible_person_name,low
Taalikalla-kin,1,1,1,1.0,unmapped_possible_person_name,low
Taalikkainen,1,0,1,0.0,unmapped_possible_person_name,low
Taanaleevi,1,0,1,0.0,unmapped_possible_person_name,low
Vardi,1,0,1,0.0,unmapped_possible_person_name,low
Särtti,1,1,1,1.0,unmapped_possible_person_name,low
neito,1,1,1,1.0,unmapped_possible_person_name,low
Sussoine,1,0,1,0.0,unmapped_possible_person_name,low
nati,1,0,1,0.0,unmapped_possible_person_name,low
nasti (spigot?),1,1,1,1.0,unmapped_possible_person_name,low
Surju (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Susanna,1,0,1,0.0,unmapped_possible_person_name,low
Susli,1,0,1,0.0,unmapped_possible_person_name,low
Varepere,1,1,1,1.0,unmapped_possible_person_name,low
nassi,1,0,1,0.0,unmapped_possible_person_name,low
Susti,1,0,1,0.0,unmapped_possible_person_name,low
nanna,1,0,1,0.0,unmapped_possible_person_name,low
Suttila,1,0,1,0.0,unmapped_possible_person_name,low
Suvi,1,0,1,0.0,unmapped_possible_person_name,low
napo,1,0,1,0.0,unmapped_possible_person_name,low
Syvätteri,1,0,1,0.0,unmapped_possible_person_name,low
Säijä,1,0,1,0.0,unmapped_possible_person_name,low
Säiniö,1,0,1,0.0,unmapped_possible_person_name,low
nanni,1,0,1,0.0,unmapped_possible_person_name,low
Taanikki,1,1,1,1.0,unmapped_possible_person_name,low
muri,1,0,1,0.0,unmapped_possible_person_name,low
mulk,1,0,1,0.0,unmapped_possible_person_name,low
Tala,1,0,1,0.0,unmapped_possible_person_name,low
midli,1,0,1,0.0,unmapped_possible_person_name,low
Taibok,1,0,1,0.0,unmapped_possible_person_name,low
metsä/Masä,1,0,1,0.0,unmapped_possible_person_name,low
Takenberg,1,0,1,0.0,unmapped_possible_person_name,low
menkala,1,0,1,0.0,unmapped_possible_person_name,low
mekko,1,1,1,1.0,unmapped_possible_person_name,low
meino,1,0,1,0.0,unmapped_possible_person_name,low
maurinkukka (hypothetical),1,1,1,1.0,unmapped_possible_person_name,low
Viksi,1,1,1,1.0,unmapped_possible_person_name,low
Talaperi,1,0,1,0.0,unmapped_possible_person_name,low
Tali,1,0,1,0.0,unmapped_possible_person_name,low
Talin,1,0,1,0.0,unmapped_possible_person_name,low
Vanju (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
matt,1,0,1,0.0,unmapped_possible_person_name,low
Talinad,1,1,1,1.0,unmapped_possible_person_name,low
matemateija,1,0,1,0.0,unmapped_possible_person_name,low
miija,1,0,1,0.0,unmapped_possible_person_name,low
miilut,1,0,1,0.0,unmapped_possible_person_name,low
Tahvanainen,1,0,1,0.0,unmapped_possible_person_name,low
Tahvana,1,0,1,0.0,unmapped_possible_person_name,low
monni & kylä,1,0,1,0.0,unmapped_possible_person_name,low
moikko,1,0,1,0.0,unmapped_possible_person_name,low
Taateri,1,0,1,0.0,unmapped_possible_person_name,low
milma,1,0,1,0.0,unmapped_possible_person_name,low
Viktor,1,1,1,1.0,unmapped_possible_person_name,low
Taavi,1,0,1,0.0,unmapped_possible_person_name,low
Taavo,1,1,1,1.0,unmapped_possible_person_name,low
Tabanika,1,0,1,0.0,unmapped_possible_person_name,low
Vapo,1,0,1,0.0,unmapped_possible_person_name,low
Tabiola,1,0,1,0.0,unmapped_possible_person_name,low
Tadu,1,0,1,0.0,unmapped_possible_person_name,low
Taheva,1,0,1,0.0,unmapped_possible_person_name,low
Taho,1,1,1,1.0,unmapped_possible_person_name,low
mikukene,1,0,1,0.0,unmapped_possible_person_name,low
miilutsema,1,0,1,0.0,unmapped_possible_person_name,low
Suola-Matti,1,0,1,0.0,unmapped_possible_person_name,low
Suntel,1,0,1,0.0,unmapped_possible_person_name,low
Somerolla,1,1,1,1.0,unmapped_possible_person_name,low
Sossola,1,0,1,0.0,unmapped_possible_person_name,low
ormi (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
ohtonen (dialectal),1,0,1,0.0,unmapped_possible_person_name,low
Viirä,1,0,1,0.0,unmapped_possible_person_name,low
obu (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Viiso,1,0,1,0.0,unmapped_possible_person_name,low
Sorvasto,1,0,1,0.0,unmapped_possible_person_name,low
nyykooli,1,1,1,1.0,unmapped_possible_person_name,low
Viitka,1,0,1,0.0,unmapped_possible_person_name,low
osmo,1,0,1,0.0,unmapped_possible_person_name,low
Viiu (refrain),1,1,1,1.0,unmapped_possible_person_name,low
nukkua & matti,1,1,1,1.0,unmapped_possible_person_name,low
Spankkovalta,1,0,1,0.0,unmapped_possible_person_name,low
nipo,1,0,1,0.0,unmapped_possible_person_name,low
Spoasa,1,0,1,0.0,unmapped_possible_person_name,low
Varud,1,0,1,0.0,unmapped_possible_person_name,low
Stenviiki,1,0,1,0.0,unmapped_possible_person_name,low
ortjo,1,0,1,0.0,unmapped_possible_person_name,low
Vasen,1,1,1,1.0,unmapped_possible_person_name,low
Suntari,1,0,1,0.0,unmapped_possible_person_name,low
Sompsa,1,0,1,0.0,unmapped_possible_person_name,low
Viira,1,0,1,0.0,unmapped_possible_person_name,low
paimen&Pekka,1,1,1,1.0,unmapped_possible_person_name,low
Vasja,1,1,1,1.0,unmapped_possible_person_name,low
Sommõrpulo,1,1,1,1.0,unmapped_possible_person_name,low
paaniemi,1,0,1,0.0,unmapped_possible_person_name,low
Seppo,1,0,1,0.0,unmapped_possible_person_name,low
oula/oulu,1,1,1,1.0,unmapped_possible_person_name,low
Sonni,1,1,1,1.0,unmapped_possible_person_name,low
Soppi (dialectal),1,1,1,1.0,unmapped_possible_person_name,low
otto,1,0,1,0.0,unmapped_possible_person_name,low
ott,1,0,1,0.0,unmapped_possible_person_name,low
Vasilli,1,1,1,1.0,unmapped_possible_person_name,low
Sooniste,1,0,1,0.0,unmapped_possible_person_name,low
Soperd,1,0,1,0.0,unmapped_possible_person_name,low
Sopia,1,0,1,0.0,unmapped_possible_person_name,low
Viiritsa,1,0,1,0.0,unmapped_possible_person_name,low
ninni,1,0,1,0.0,unmapped_possible_person_name,low
Stepan,1,0,1,0.0,unmapped_possible_person_name,low
Stiina,1,0,1,0.0,unmapped_possible_person_name,low
Sunder,1,1,1,1.0,unmapped_possible_person_name,low
Viki,1,0,1,0.0,unmapped_possible_person_name,low
nimega,1,1,1,1.0,unmapped_possible_person_name,low
Sulli,1,0,1,0.0,unmapped_possible_person_name,low
Sulo,1,0,1,0.0,unmapped_possible_person_name,low
nimeesi,1,1,1,1.0,unmapped_possible_person_name,low
niko (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Sulonen,1,0,1,0.0,unmapped_possible_person_name,low
Sungu,1,0,1,0.0,unmapped_possible_person_name,low
Varro (prop.),1,1,1,1.0,unmapped_possible_person_name,low
Varinen/Variksi,1,1,1,1.0,unmapped_possible_person_name,low
nikatse,1,0,1,0.0,unmapped_possible_person_name,low
nikari,1,1,1,1.0,unmapped_possible_person_name,low
Sunilla,1,1,1,1.0,unmapped_possible_person_name,low
Sunkura,1,0,1,0.0,unmapped_possible_person_name,low
Sunna,1,0,1,0.0,unmapped_possible_person_name,low
Sunta,1,1,1,1.0,unmapped_possible_person_name,low
Sulevi,1,0,1,0.0,unmapped_possible_person_name,low
nimettömä,1,0,1,0.0,unmapped_possible_person_name,low
Sulev,1,0,1,0.0,unmapped_possible_person_name,low
Sule,1,0,1,0.0,unmapped_possible_person_name,low
Strutja,1,0,1,0.0,unmapped_possible_person_name,low
Stut,1,0,1,0.0,unmapped_possible_person_name,low
Varpuli,1,0,1,0.0,unmapped_possible_person_name,low
Suari,1,1,1,1.0,unmapped_possible_person_name,low
nimipäivä,1,0,1,0.0,unmapped_possible_person_name,low
Suella,1,0,1,0.0,unmapped_possible_person_name,low
Suija,1,0,1,0.0,unmapped_possible_person_name,low
Suikki (toponym),1,0,1,0.0,unmapped_possible_person_name,low
nimi (name),1,1,1,1.0,unmapped_possible_person_name,low
Viivi (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Sukki,1,0,1,0.0,unmapped_possible_person_name,low
Varja,1,0,1,0.0,unmapped_possible_person_name,low
Vikelsuka,1,0,1,0.0,unmapped_possible_person_name,low
nimeä,1,1,1,1.0,unmapped_possible_person_name,low
nimetön-Matti,1,1,1,1.0,unmapped_possible_person_name,low
Seppälä,1,0,1,0.0,unmapped_possible_person_name,low
Seersand,1,0,1,0.0,unmapped_possible_person_name,low
Senno,1,0,1,0.0,unmapped_possible_person_name,low
une_liisu,1,1,1,1.0,unmapped_possible_person_name,low
vaapukka,1,1,1,1.0,unmapped_possible_person_name,low
Rion,1,1,1,1.0,unmapped_possible_person_name,low
Ripi,1,0,1,0.0,unmapped_possible_person_name,low
urpo,1,0,1,0.0,unmapped_possible_person_name,low
unimatti (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
uni & Jukka,1,0,1,0.0,unmapped_possible_person_name,low
Rissanen,1,0,1,0.0,unmapped_possible_person_name,low
ullen,1,0,1,0.0,unmapped_possible_person_name,low
Rindal (proper),1,0,1,0.0,unmapped_possible_person_name,low
Ristäsa,1,0,1,0.0,unmapped_possible_person_name,low
ulla,1,0,1,0.0,unmapped_possible_person_name,low
uku,1,0,1,0.0,unmapped_possible_person_name,low
Ritu (name),1,1,1,1.0,unmapped_possible_person_name,low
Ritva,1,0,1,0.0,unmapped_possible_person_name,low
türa,1,1,1,1.0,unmapped_possible_person_name,low
Riuna,1,0,1,0.0,unmapped_possible_person_name,low
vaar,1,1,1,1.0,unmapped_possible_person_name,low
Rimpilä,1,0,1,0.0,unmapped_possible_person_name,low
Rokka-Tuomas,1,0,1,0.0,unmapped_possible_person_name,low
vassileini,1,0,1,0.0,unmapped_possible_person_name,low
vein/Veina (proper noun),1,1,1,1.0,unmapped_possible_person_name,low
vehkaheikki,1,0,1,0.0,unmapped_possible_person_name,low
Riiska,1,0,1,0.0,unmapped_possible_person_name,low
Riit,1,0,1,0.0,unmapped_possible_person_name,low
vehka (proper noun) / vehkeä (device),1,1,1,1.0,unmapped_possible_person_name,low
vehka & Heikki,1,0,1,0.0,unmapped_possible_person_name,low
vedro,1,0,1,0.0,unmapped_possible_person_name,low
vasleini,1,0,1,0.0,unmapped_possible_person_name,low
Rimmon,1,1,1,1.0,unmapped_possible_person_name,low
vankka (if descriptor) / Vantaa (if proper),1,1,1,1.0,unmapped_possible_person_name,low
